Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Victreebel JU 14	JU	JU_014	#014	Grass	Stage 2 - Weepinbell	80	Fire x2		2	Rare Holo	[G] Lure: If your opponent has any Benched Pokemon, choose 1 of them and switch it with his or her Active Pokemon. | [G][G] Acid: 20 damage. Flip a coin. If heads, the Defending Pokemon can't retreat during your next turn.
Vileplume JU 15	JU	JU_015	#015	Grass	Stage 2 - Gloom	80	Fire x2		2	Rare Holo	Pokemon Power: Heal. Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokemon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed. | [G][G][G] Petal Dance: 40x damage. Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).
Wigglytuff JU 16	JU	JU_016	#016	Colorless	Stage 1 - Jigglypuff	80	Fighting x2	Psychic -30	2	Rare Holo	[C] Lullaby: The Defending Pokemon is now Asleep. | [C][C][C] Do the Wave: 10+ damage. Does 10 damage plus 10 more damage for each of your Benched Pokemon.
Clefable JU 17	JU	JU_017	#017	Colorless	Stage 1 - Clefairy	70	Fighting x2	Psychic -30	2	Rare	[C] Metronome: Choose 1 of the Defending Pokemon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokemon is, Clefable's type is still Colorless.) | [C][C] Minimize: All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).
Electrode JU 18	JU	JU_018	#018	Lightning	Stage 1 - Voltorb	90	Fighting x2		1	Rare	[C][C] Tackle: 20 damage. | [L][L][L] Chain Lightning: 20 damage. If the Defending Pokemon isn't Colorless, this attack does 10 damage to each Benched Pokemon of the same type as the Defending Pokemon (including your own).
Flareon JU 19	JU	JU_019	#019	Fire	Stage 1 - Eevee	70	Water x2		1	Rare	[C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | [R][R][C][C] Flamethrower: 60 damage. Discard 1 [R] Energy card attached to Flareon in order to use this attack.
Jolteon JU 20	JU	JU_020	#020	Lightning	Stage 1 - Eevee	70	Fighting x2		1	Rare	[C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | [L][L][C] Pin Missile: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads.
Kangaskhan JU 21	JU	JU_021	#021	Colorless	Basic	90	Fighting x2	Psychic -30	3	Rare	[C] Fetch: Draw a card. | [C][C][C][C] Comet Punch: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads.
Mr. Mime JU 22	JU	JU_022	#022	Psychic	Basic	40	Psychic x2		1	Rare	Pokemon Power: Invisible Wall. Whenever an attack (including your own) does 30 or more damage to Mr. Mime (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.) This power can't be used if Mr. Mime is Asleep, Confused, or Paralyzed. | [P][C] Meditate: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on the Defending Pokemon.
Nidoqueen JU 23	JU	JU_023	#023	Grass	Stage 2 - Nidorina	90	Psychic x2		3	Rare	[G][C] Boyfriends: 20+ damage. Does 20 damage plus 20 more damage for each Nidoking you have in play. | [G][G][C][C] Mega Punch: 50 damage.
Pidgeot JU 24	JU	JU_024	#024	Colorless	Stage 2 - Pidgeotto	80	Lightning x2	Fighting -30	0	Rare	[C][C] Wing Attack: 20 damage. | [C][C][C] Hurricane: 30 damage. Unless this attack Knocks Out the Defending Pokemon, return the Defending Pokemon and all cards attached to it to your opponent's hand.
Pinsir JU 25	JU	JU_025	#025	Grass	Basic	60	Fire x2		1	Rare	[G][G] Irongrip: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [G][G][C][C] Guillotine: 50 damage.
Scyther JU 26	JU	JU_026	#026	Grass	Basic	70	Fire x2	Fighting -30	0	Rare	[G] Swords Dance: During your next turn, Scyther's Slash attack's base damage is 60 instead of 30. | [C][C][C] Slash: 30 damage.
Snorlax JU 27	JU	JU_027	#027	Colorless	Basic	90	Fighting x2	Psychic -30	4	Rare	Pokemon Power: Thick Skinned. Snorlax can't become Asleep, Confused, Paralyzed, or Poisoned. This power can't be used if Snorlax is already Asleep, Confused, or Paralyzed. | [C][C][C][C] Body Slam: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Vaporeon JU 28	JU	JU_028	#028	Water	Stage 1 - Eevee	80	Lightning x2		1	Rare	[C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage. | [W][W][C] Water Gun: 30+ damage. Does 30 damage plus 10 more damage for each [W] Energy attached to Vaporeon but not used to pay for this attack's Energy cost. Extra [W] Energy after the 2nd doesn't count.
Venomoth JU 29	JU	JU_029	#029	Grass	Stage 1 - Venonat	70	Fire x2	Fighting -30	0	Rare	Pokemon Power: Shift. Once during your turn (before your attack), you may change the type of Venomoth to the type of any other Pokemon in play other than Colorless. This power can't be used if Venomoth is Asleep, Confused, or Paralyzed. | [G][G] Venom Powder: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused and Poisoned.
Victreebel JU 30	JU	JU_030	#030	Grass	Stage 2 - Weepinbell	80	Fire x2		2	Rare	[G] Lure: If your opponent has any Benched Pokemon, choose 1 of them and switch it with his or her Active Pokemon. | [G][G] Acid: 20 damage. Flip a coin. If heads, the Defending Pokemon can't retreat during your next turn.
Vileplume JU 31	JU	JU_031	#031	Grass	Stage 2 - Gloom	80	Fire x2		2	Rare	Pokemon Power: Heal. Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from 1 of your Pokemon. This power can't be used if Vileplume is Asleep, Confused, or Paralyzed. | [G][G][G] Petal Dance: 40x damage. Flip 3 coins. This attack does 40 damage times the number of heads. Vileplume is now Confused (after doing damage).
Wigglytuff JU 32	JU	JU_032	#032	Colorless	Stage 1 - Jigglypuff	80	Fighting x2	Psychic -30	2	Rare	[C] Lullaby: The Defending Pokemon is now Asleep. | [C][C][C] Do the Wave: 10+ damage. Does 10 damage plus 10 more damage for each of your Benched Pokemon.
Butterfree JU 33	JU	JU_033	#033	Grass	Stage 2 - Metapod	70	Fire x2	Fighting -30	0	Uncommon	[C][C] Whirlwind: 20 damage. If your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. (Do the damage before switching the Pokemon.) | [G][G][G][G] Mega Drain: 40 damage. Remove a number of damage counters from Butterfree equal to half the damage done to the Defending Pokemon (after applying Weakness and Resistance) (rounded up to the nearest 10).
Dodrio JU 34	JU	JU_034	#034	Colorless	Stage 1 - Doduo	70	Lightning x2	Fighting -30	0	Uncommon	Pokemon Power: Retreat Aid. As long as Dodrio is Benched, pay 1 less to retreat your Active Pokemon. | [C][C][C] Rage: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on Dodrio.
Exeggutor JU 35	JU	JU_035	#035	Grass	Stage 1 - Exeggcute	80	Fire x2		3	Uncommon	[P] Teleport: Switch Exeggutor with 1 of your Benched Pokemon. | [C] Big Eggsplosion: 20x damage. Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.
Fearow JU 36	JU	JU_036	#036	Colorless	Stage 1 - Spearow	70	Lightning x2	Fighting -30	0	Uncommon	[C][C][C] Agility: 20 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow. | [C][C][C][C] Drill Peck: 40 damage.
Gloom JU 37	JU	JU_037	#037	Grass	Stage 1 - Oddish	60	Fire x2		1	Uncommon	[G] Poisonpowder: The Defending Pokemon is now Poisoned. | [G][G] Foul Odor: 20 damage. Both the Defending Pokemon and Gloom are now Confused (after doing damage).
Lickitung JU 38	JU	JU_038	#038	Colorless	Basic	90	Fighting x2	Psychic -30	3	Uncommon	[C] Tongue Wrap: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [C][C] Supersonic: Flip a coin. If heads, the Defending Pokemon is now Confused.
Marowak JU 39	JU	JU_039	#039	Fighting	Stage 1 - Cubone	60	Grass x2	Lightning -30	1	Uncommon	[F][F] Bonemerang: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads. | [F][F][C] Call for Friend: Search your deck for a [F] Basic Pokemon card and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your bench is full.)
Nidorina JU 40	JU	JU_040	#040	Grass	Stage 1 - Nidoran Female	70	Psychic x2		1	Uncommon	[G] Supersonic: Flip a coin. If heads, the Defending Pokemon is now Confused. | [G][C][C] Double Kick: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads.
Parasect JU 41	JU	JU_041	#041	Grass	Stage 1 - Paras	60	Fire x2		1	Uncommon	[G][G] Spore: The Defending Pokemon is now Asleep. | [C][C][C] Slash: 30 damage.
Persian JU 42	JU	JU_042	#042	Colorless	Stage 1 - Meowth	70	Fighting x2	Psychic -30	0	Uncommon	[C][C] Scratch: 20 damage. | [C][C][C] Pounce: 30 damage. If the Defending Pokemon attacks Persian during your next turn, any damage done by the attack is reduced by 10 (after applying Weakness and Resistance). (Benching either Pokemon ends this effect.)
Primeape JU 43	JU	JU_043	#043	Fighting	Stage 1 - Mankey	70	Psychic x2		1	Uncommon	[F][F] Fury Swipes: 20x damage. Flip 3 coins. This attack does 20 damage times the number of heads. | [F][F][C] Tantrum: 50 damage. Flip a coin. If tails, Primeape is now Confused (after doing damage).
Rapidash JU 44	JU	JU_044	#044	Fire	Stage 1 - Ponyta	70	Water x2		0	Uncommon	[C][C] Stomp: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage. | [R][R][C] Agility: 30 damage. Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Rapidash.
Rhydon JU 45	JU	JU_045	#045	Fighting	Stage 1 - Rhyhorn	100	Grass x2	Lightning -30	3	Uncommon	[F][C][C] Horn Attack: 30 damage. | [F][F][F][F] Ram: 50 damage. Rhydon does 20 damage to itself. If your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. (Do the damage before switching the Pokemon. Switch the Pokemon even if Rhydon is knocked out.)
Seaking JU 46	JU	JU_046	#046	Water	Stage 1 - Goldeen	70	Lightning x2		1	Uncommon	[W] Horn Attack: 10 damage. | [W][C] Waterfall: 30 damage.
Tauros JU 47	JU	JU_047	#047	Colorless	Basic	60	Fighting x2	Psychic -30	2	Uncommon	[C][C] Stomp: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage. | [C][C][C] Rampage: 20+ damage. Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused (after doing damage).
Weepinbell JU 48	JU	JU_048	#048	Grass	Stage 1 - Bellsprout	70	Fire x2		1	Uncommon	[G] Poisonpowder: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [G][G] Razor Leaf: 30 damage.
Bellsprout JU 49	JU	JU_049	#049	Grass	Basic	40	Fire x2		1	Common	[G] Vine Whip: 10 damage. | [G] Call for Family: Search your deck for a Basic Pokemon named Bellsprout and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)
Cubone JU 50	JU	JU_050	#050	Fighting	Basic	40	Grass x2	Lightning -30	1	Common	[C] Snivel: If the Defending Pokemon attacks Cubone during your opponent's next turn, any damage done by the attack is reduced by 20 (after applying Weakness and Resistance). (Benching either Pokemon ends this effect.) | [F][F] Rage: 10+ damage. Does 10 damage plus 10 more damage for each damage counter on Cubone.
Eevee JU 51	JU	JU_051	#051	Colorless	Basic	50	Fighting x2	Psychic -30	1	Common	[C] Tail Wag: Flip a coin. If heads, the Defending Pokemon can't attack Eevee during your opponent's next turn. (Benching either Pokemon ends this effect.) | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.
Exeggcute JU 52	JU	JU_052	#052	Grass	Basic	50	Fire x2		1	Common	[P] Hypnosis: The Defending Pokemon is now Asleep. | [G][G] Leech Seed: 20 damage. Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.
Goldeen JU 53	JU	JU_053	#053	Water	Basic	40	Lightning x2		0	Common	[W] Horn Attack: 10 damage.
Jigglypuff JU 54	JU	JU_054	#054	Colorless	Basic	60	Fighting x2	Psychic -30	1	Common	[C] Lullaby: The Defending Pokemon is now Asleep. | [C][C] Pound: 20 damage.
Mankey JU 55	JU	JU_055	#055	Fighting	Basic	30	Psychic x2		0	Common	Pokemon Power: Peek. Once during your turn (before your attack), you may look at one of the following: the top card of either player's deck, a random card from your opponent's hand, or one of either player's Prizes. This power can't be used if Mankey is Asleep, Confused, or Paralyzed. | [C] Scratch: 10 damage.
Meowth JU 56	JU	JU_056	#056	Colorless	Basic	50	Fighting x2	Psychic -30	1	Common	[C][C] Pay Day: 10 damage. Flip a coin. If heads, draw a card.
Nidoran Female JU 57	JU	JU_057	#057	Grass	Basic	60	Psychic x2		1	Common	[G] Fury Swipes: 10x damage. Flip 3 coins. This attack does 10 damage times the number of heads. | [G][G] Call for Family: Search your deck for a Basic Pokemon named Nidoran Male or Nidoran Female and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)
Oddish JU 58	JU	JU_058	#058	Grass	Basic	50	Fire x2		1	Common	[G] Stun Spore: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [G][G] Sprout: Search your deck for a Basic Pokemon named Oddish and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)
Paras JU 59	JU	JU_059	#059	Grass	Basic	40	Fire x2		1	Common	[C][C] Scratch: 20 damage. | [G][G] Spore: The Defending Pokemon is now Asleep.
Pikachu JU 60	JU	JU_060	#060	Lightning	Basic	50	Fighting x2		1	Common	[L][L] Spark: 20 damage. If your opponent has any Benched Pokemon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)
Rhyhorn JU 61	JU	JU_061	#061	Fighting	Basic	70	Grass x2	Lightning -30	3	Common	[C] Leer: Flip a coin. If heads, the Defending Pokemon can't attack Rhyhorn during your opponent's next turn. (Benching either Pokemon ends this effect.) | [F][C][C] Slash: 30 damage.
Spearow JU 62	JU	JU_062	#062	Colorless	Basic	50	Lightning x2	Fighting -30	0	Common	[C] Peck: 10 damage. | [C][C][C] Mirror Move: If Spearow was attacked last turn, do the final result of that attack on Spearow to the Defending Pokemon.
Venonat JU 63	JU	JU_063	#063	Grass	Basic	40	Fire x2		1	Common	[G] Stun Spore: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [G][C] Leech Life: 10 damage. Remove a number of damage counters from Venonat equal to the damage done to the Defending Pokemon (after applying Weakness and Resistance).
Poke Ball JU 64	JU	JU_064	#064		Trainer					Common	Flip a coin. If heads, you may search your deck for any Basic Pokemon or Evolution card. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.
Aerodactyl FO 1	FO	FO_001	#001	Fighting	Stage 1 - Mysterious Fossil	60	Grass x2	Fighting -30	2	Rare Holo	Pokemon Power: Prehistoric Power. No more Evolution cards can be played. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed. | [C][C][C] Wing Attack: 30 damage.
Articuno FO 2	FO	FO_002	#002	Water	Basic	70		Fighting -30	2	Rare Holo	[W][W][W] Freeze Dry: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [W][W][W][W] Blizzard: 50 damage. Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. If tails, this attack does 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Ditto FO 3	FO	FO_003	#003	Colorless	Basic	50	Fighting x2	Psychic -30	1	Rare Holo	Pokemon Power: Transform. If Ditto is your Active Pokemon, treat it as if it were the same card as the Defending Pokemon, including type, Hit Points, Weakness, and so on, except Ditto can't evolve, always has this Pokemon Power, and you may treat any Energy attached to Ditto as Energy of any type. Ditto isn't a copy of any other Pokemon while Ditto is Asleep, Confused, or Paralyzed.
Dragonite FO 4	FO	FO_004	#004	Colorless	Stage 2 - Dragonair	100		Fighting -30	1	Rare Holo	Pokemon Power: Step In. Once during your turn (before your attack), if Dragonite is on your Bench, you may switch it with your Active Pokemon. | [C][C][C][C] Slam: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Gengar FO 5	FO	FO_005	#005	Psychic	Stage 2 - Haunter	80		Fighting -30	1	Rare Holo	Pokemon Power: Curse. Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another (even if it would Knock Out the other Pokemon). This power can't be used if Gengar is Asleep, Confused, or Paralyzed. | [P][P][P] Dark Mind: 30 damage. If you opponent has any Benched Pokemon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)
